,arrivalA,arrivalB,arrivalC,leaveC,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
0,0.0,13.5878263809,18.5162467114,20.9412921545,0.0,0.0,0.0,13.5878263809,4.92842033053,2.42504544313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0686976920063,0.376913359552,6.55823237246,7.24401350319,0.0,0.0,0.0,0.308215667546,6.1813190129,0.685781130734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,6.10962012095,15.9737297958,20.511265621,49.0657551973,0.0,0.0,25.9749074831,9.86410967482,4.53753582523,2.57958209322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6.18256398773,26.7164625185,51.3526464716,70.6419211621,0.0,0.0,0.0,20.5338985308,24.636183953,19.2892746906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4,8.5959317835,9.8153707191,9.8153707191,46.4861731041,0.0,0.0,0.0,1.2194389356,0.0,36.670802385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,9.0542617756,25.4458964423,53.6739638772,64.4447285097,0.0,0.0,0.0,16.3916346667,28.2280674349,10.7707646326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,14.1547601256,26.5783725723,41.1467205899,58.088261895,0.0,9.50995808712,2.02455659262,12.4236124467,5.05838993047,14.9169847125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,16.7685279724,20.8490027876,32.3935422577,52.1492207154,0.0,0.0,16.6722129396,4.08047481518,11.5445394701,3.08346551811,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,16.9940650553,20.1585229735,29.5257979142,33.0117114511,0.0,0.0,0.0,3.16445791821,9.36727494073,3.4859135369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,18.2250551012,25.0202310356,36.0883306594,43.1712771825,1.93346787232,4.50556687866,0.0,4.86170806207,6.56253274519,7.08294652309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,21.0572347451,28.8817996536,43.5022362544,69.3689224901,3.96299629049,12.2649209363,14.5860256406,3.86156861804,2.35551566448,11.2806605951,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,26.0764013701,39.4253817815,58.2697704644,90.8831787981,0.0,18.8443886829,8.28922441593,13.3489804114,0.0,24.3241839177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,33.8418510724,39.036420913,52.2891332841,75.9926589917,0.0,4.46581534133,17.0797892061,5.1945698406,8.78689702969,6.62373650157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13,34.668585136,35.2732452156,58.2697704644,66.5589948803,0.0,0.0,0.0,0.60466007963,22.9965252488,8.28922441593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,50.9599370009,66.9407160101,66.9407160101,89.8831935618,0.0,0.0,0.0,15.9807790092,0.0,22.9424775517,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
15,60.5698252139,64.3997515631,64.3997515631,126.664971002,0.0,0.0,26.483427235,3.82992634916,0.0,35.7817922042,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,62.2097232309,66.6505460525,77.3084358113,179.508148292,0.0,0.0,73.8362919392,4.4408228216,10.6578897588,28.3634205412,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
17,62.7435128717,70.6417326804,82.1082068287,83.3588276978,0.0,0.0,0.0,7.8982198087,11.4664741483,1.25062086908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,65.2902216765,87.6136575471,105.596161867,136.777138843,0.0,17.5126181972,0.386971055746,22.3234358707,0.469886122282,30.7940059207,0.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0
19,65.3435683363,66.465446956,66.465446956,151.14472775,0.0,0.0,60.1995240462,1.12187861976,0.0,24.4797567482,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
20,65.5054087661,67.2270207474,74.3577738088,106.518208179,0.0,0.0,15.525419753,1.72161198133,7.13075306134,16.6350146171,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
21,65.699941711,76.1750851647,90.926195945,110.101621224,0.765505245022,0.0,15.5920122339,9.7096382087,14.7511107802,3.58341304507,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
