,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenB3,QlenC0,QlenC1,QlenC2,QlenC3,choice,precheck
0,0.0,0.940683897848,64.5730110481,65.5670248135,65.5670248135,0.0,0.0,0.0,0.940683897848,63.6323271503,0.994013765381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.26849931374,13.5548012572,17.1320214322,32.9628117723,31.6943124586,0.0,0.0,0.0,12.2863019434,3.57722017501,15.8307903401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2,1.97442044926,25.582990924,25.582990924,48.5023020148,46.5278815655,0.0,0.0,7.37982084831,23.6085704747,0.0,15.5394902425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3,4.97775434486,31.0960289625,43.0552938892,55.4306004807,50.4528461359,0.0,0.0,8.42079825343,26.1182746176,11.9592649267,3.95450833815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,5.12537124918,6.3587482897,18.1075309532,35.4690881546,30.3437169054,0.0,0.0,0.0,1.23337704052,11.7487826635,17.3615572014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,5.67516542821,31.86182268,99.2487150623,103.684841159,98.009675731,0.0,6.09225920696,0.0,26.1866572518,61.2946331753,4.43612609689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6,8.31078807282,18.8126990979,23.4229846818,33.3526508727,25.0418627999,0.0,0.0,0.0,10.5019110251,4.61028558386,9.92966619095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,12.1425535315,26.2615199365,26.2615199365,51.4760921426,39.3335386111,6.67014556639,0.0,7.0911309362,7.44882083861,0.0,18.1234412699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,12.2595191498,24.493679952,50.6058810358,50.8041970537,38.5446779038,0.0,0.0,0.0,12.2341608022,26.1122010838,0.19831601788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,14.12474754,15.2564768459,23.58262872,25.3841358105,11.2593882705,0.0,0.0,0.0,1.13172930587,8.32615187411,1.80150709049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10,17.5437893375,38.8691040687,44.8887882059,63.5765885573,46.0327992197,8.717730599,2.57856760484,3.93580559593,12.6075841322,3.44111653239,14.7519947554,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11,17.599553791,29.7932770151,37.954081887,52.6665967229,35.0670429319,0.0,0.0,10.5482201278,12.1937232241,8.16080487191,4.1642947081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12,18.2443869115,33.7484729493,41.4476716735,48.8245938019,30.5802068904,12.851642051,0.0,0.0,2.65244398678,7.69919872426,7.37692212833,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13,18.44980485,63.0655856177,73.6358838249,88.8175146663,70.3677098163,0.0,0.0,8.4530587518,44.6157807677,10.5702982072,6.72857208958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
14,19.0679145436,34.3051950504,52.2166149895,56.6443050718,37.5763905282,14.6805584056,8.7500988388,3.21398549124,0.556722101096,9.16132110034,1.21370459105,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15,20.3578508524,39.2626991812,59.5376781182,60.2910280871,39.9331772347,13.9473441979,12.9539158083,0.0,4.95750413086,7.32106312868,0.753349968962,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16,23.8818201079,30.6637667917,56.9848587273,62.7787816483,38.8969615404,0.611859844138,0.0,0.0,6.1700868397,26.3210919356,5.79392292098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
17,24.1506435757,31.6160628165,68.2627239347,84.6133300641,60.4626864884,1.4323473483,18.9898182193,0.0,6.03307189249,17.6568428988,16.3506061294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,26.4052206825,40.9779581811,99.2487150623,124.688573053,98.2833523707,3.38805633262,58.2707568813,4.43612609689,11.184681166,0.0,21.0037318939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
19,28.0946204091,31.3955223158,64.5730110481,90.8569999898,62.7623795808,2.56914638263,33.1774887323,0.994013765381,0.731755524098,0.0,25.2899751763,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,28.9532651673,43.4587552488,66.1690640256,71.7075510574,42.7542858901,9.91583890142,16.0789228694,0.0,4.58965118014,6.63138590745,5.53848703178,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
21,29.8953394314,40.1314109637,45.1155694721,82.2745207579,52.3791813265,9.36735974985,4.75737724223,18.4610190852,0.868711782471,0.226781266157,18.6979322007,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
22,31.8331531602,52.1929171664,90.0635814054,109.600594016,77.7674408563,0.0,16.0698067683,0.0,20.3597640062,21.8008574707,19.5370126111,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,33.8360475911,45.1462065594,63.924257852,90.9322932089,57.0962456178,6.29536337259,16.54152034,22.3209740188,5.01479559575,2.23653095252,4.68706133814,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
24,43.9201749769,44.9867349236,61.6877268995,86.2452318708,42.3250568939,0.0,0.12883454849,20.5867938584,1.06655994669,16.5721574274,3.97071111286,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
25,46.7548868735,50.0704559095,63.924257852,118.644394825,71.889507951,0.0,13.8538019425,27.0080353569,3.31556903602,0.0,27.7121016156,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
26,49.1881951574,57.6731030341,70.9240272573,79.1435374687,29.9553423113,0.0,8.49596099149,0.783523800093,8.48490787676,4.75496323169,7.43598641127,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
27,51.285386514,59.1655556362,73.8654806489,79.29222467,28.006838156,0.0,11.7584716211,5.2780568198,7.8801691223,2.94145339156,0.148687201276,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
28,52.1960272215,64.5622666204,104.294367891,109.110277724,56.9142505023,0.0,9.07361720448,0.0,12.366239399,30.6584840657,4.81590983315,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0
29,53.2015372737,54.8865532482,57.391544232,82.0889425767,28.887405303,0.0,2.09830547906,5.38723741623,1.68501597452,0.406685504752,19.3101609284,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
30,57.0577893136,75.2579492712,101.482844025,122.137276659,65.0794873454,0.0,14.8056321341,8.11774999131,18.2001599576,11.4192626198,12.5366826425,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0
31,62.0183056638,95.6648297246,124.608664059,133.152633352,71.1343276877,0.0,24.8547260174,0.0,33.6465240609,4.08910831696,8.5439692925,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0
32,62.4265268577,75.0199463481,111.719241474,177.685238022,115.258711164,0.0,36.699295126,10.4768096479,12.5934194905,0.0,55.4891868998,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
33,62.6674809629,72.6253595029,76.6553235304,122.427559886,59.760078923,0.0,0.0,41.9890712942,9.95787854006,4.02996402744,3.78316506137,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0
34,63.675732119,72.3496159077,111.719241474,122.196051122,58.520319003,0.0,0.0,0.0,8.6738837887,39.3696255664,10.4768096479,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
35,67.1253590858,84.0027931293,93.2262115316,93.5521544272,26.4267953414,0.0,0.0,0.0,16.8774340435,9.22341840237,0.325942895615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36,68.6181212872,77.3128413689,78.8125347477,86.3349915856,17.7168702984,4.00723821569,0.0,0.479689922289,4.68748186593,1.49969337882,7.04276691566,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0
37,71.2834423442,85.7144520902,120.519555742,122.57694677,51.2935044261,0.0,18.5799158004,0.0,14.4310097461,16.2251878515,2.05739102825,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0
38,71.6462102332,94.7232355105,99.2487150623,153.551361112,81.9051508784,0.70340567455,4.52547955188,25.4398579908,22.3736196027,0.0,28.8627880584,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
39,80.0301900976,108.746202139,114.66253799,115.413850518,35.3836604205,0.0,0.0,0.0,28.7160120417,5.91633585019,0.751312528546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,80.3240157245,89.8532443286,120.956668628,179.584191199,99.2601754746,0.0,21.8659971455,56.7285693933,9.52922860412,9.23742715437,1.89895317729,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
41,80.4686460407,94.494940315,107.195309684,107.342602982,26.8739569413,3.53414708859,0.0,0.0,10.4921471858,12.7003693687,0.147293298297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42,81.1016632163,106.337829612,116.645019924,124.482935446,43.3812722299,13.3932770987,0.0,5.78253996186,11.8428892966,10.3071903125,2.05537556039,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
43,81.103687847,93.0370644122,146.743941141,178.121396469,97.0177086215,0.0,35.338849025,0.0,11.9333765652,18.3680277041,31.3774553273,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
44,86.1884546154,108.58124164,163.406117256,185.257777444,99.0693228289,0.0,38.1626995008,14.7152792122,22.392787025,16.6621761151,7.13638097575,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
45,89.4907807068,113.626577578,127.124929227,131.848831938,42.3580512315,16.8470489047,1.03596041171,0.0,7.28874796627,12.4623912372,4.72390271164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,89.8458486902,92.963878151,128.375913437,130.8882314,41.0423827095,0.00739563839299,8.51896587419,0.0,3.11063382241,26.893069412,2.51231796254,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
47,95.6034289667,116.65483803,126.811655347,130.094869437,34.4914404701,13.1427731726,0.0,0.0,7.90863589088,10.1568173172,3.2832140894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
48,97.4022838857,104.850174984,111.455600935,158.970430517,61.5681466309,0.0,0.0,42.0957601764,7.44789109842,6.60542595105,5.41906940502,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0
49,101.097925701,105.776359261,151.599389257,160.593169832,59.4952441302,0.0,5.67924167381,7.37104125949,4.67843355993,40.1437883219,1.62273931506,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
50,101.503427203,123.196191215,127.394516445,143.669540214,42.1661130109,12.1231503747,3.61546413252,2.70035299144,9.56961363709,0.582861097965,13.5746707772,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51,106.178700257,125.528673492,125.528673492,155.514787859,49.3360876019,0.0,0.0,7.62395985987,19.3499732347,0.0,22.3621545074,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0
