,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
0,0.0,8.029243136,14.6436424199,60.6322477998,60.6322477998,0.0,0.0,34.1841504921,8.029243136,6.61439928393,11.8044548878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.655375676434,1.56315448129,8.82809352855,11.7069813236,11.0516056471,0.0,0.0,0.0,0.90777880486,7.26493904725,2.87888779501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.843924131321,3.46802039993,3.46802039993,48.8277929121,47.9838687807,0.0,0.0,0.0,2.62409626861,0.0,45.3597725121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4.53823436208,22.2915489657,22.2915489657,51.468137349,46.9299029869,0.0,0.0,4.42904489548,17.7533146037,0.0,24.7475434877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,9.76824732537,11.1691968773,11.1691968773,42.1149424904,32.346695165,0.0,0.0,0.0,1.40094955193,0.0,30.9457456131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,10.4236416092,13.6255003655,17.8297578231,26.7205938612,16.296952252,0.0,0.0,0.0,3.20185875625,4.20425745762,8.89083603811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,11.0932401222,26.0106167932,58.5054125289,64.6797690121,53.5865288899,0.0,0.0,0.0,14.917376671,32.4947957357,6.17435648319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,12.9256439701,30.959979825,40.8332551672,56.6359571381,43.710313168,0.699856395402,0.0,10.6348821817,17.3344794595,9.87327534219,5.16781978911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,20.1115750101,20.1963494661,86.6989233666,92.0334488727,71.9218738625,0.0,0.0,0.0,0.0847744559139,66.5025739005,5.33452550609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,20.3186691296,40.6603125256,88.0004007923,114.128549217,93.8098800872,0.0,46.038610841,4.03304808039,20.341643396,1.30147742571,22.0951003441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,28.4348594292,37.5750139124,56.0936653508,59.8239161206,31.3890566914,0.0,0.0,0.448557605454,9.14015448316,18.5186514385,3.28169316438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
11,29.4338078783,37.0906030629,46.8176337263,58.6766910738,29.2428831956,0.0,3.74265210432,9.81832341176,7.65679518463,5.98437855909,2.04073393579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12,29.6074857609,36.0721675678,36.5259072814,56.5422229563,26.9347371953,0.0,0.0,0.0,6.46468180684,0.453739713691,20.0163156748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
13,30.7547043313,43.5343197633,114.118610152,114.343975078,83.5892707464,0.0,12.5593455875,0.0,12.779615432,58.0249448015,0.225364925413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
14,33.9154296017,42.5449481052,75.9570117572,88.0055951856,54.0901655838,0.0,15.9604644237,0.0,8.62951850345,17.4515992283,12.0485834284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15,34.8172520905,52.8397452673,114.762345793,146.542956844,111.725704754,1.25491547728,61.9226005259,1.40755226165,16.7675776995,0.0,30.3730587892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,36.0066930469,49.2124234391,109.430152035,110.028989322,74.0222962754,1.56832086548,26.7445883181,0.0,11.6374095268,33.4731402777,0.598837287374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17,36.3750277285,59.7640284511,87.221247636,92.4499791241,56.0749513956,0.0,15.1203196768,0.0,23.3890007226,12.3368995082,5.22873148802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,36.4088095643,39.6695221568,50.8924749828,58.879826539,22.4710169747,0.681793498587,7.14811156948,7.78421609101,2.57891909393,4.07484125654,0.203135465176,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
19,38.9408426902,56.9151270848,70.3386520372,73.9193439236,34.9785012334,0.728679466573,0.0,0.0,17.245604928,13.4235249524,3.58069188642,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,39.8059807868,45.1351211967,114.762345793,116.169898055,76.3639172681,0.854331738815,42.8652795956,0.0,4.47480867114,26.7619450009,1.40755226165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,40.0912276311,57.8467823567,74.8843481279,80.3337155051,40.242487874,16.8238994537,12.4918696805,0.0,0.931655271868,4.54569609064,5.44936737723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,40.715768737,89.6682168927,194.918536843,198.980457691,158.264688954,1.82917936816,63.815373895,0.0,47.1232687875,41.4349460551,4.06192084775,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
23,42.0426887597,70.2484419277,113.638439154,120.063424513,78.0207357529,15.804093597,36.3381158205,0.0,12.401659571,7.05188140591,6.4249853584,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,45.8088101811,49.9581183052,117.273997427,122.834676956,77.0258667749,0.0,64.1604918471,0.0,4.14930812414,3.15538727504,5.5606795287,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
25,46.4941670367,64.5939516729,93.0025674674,101.283077575,54.7889105379,13.2698614144,22.6272959632,0.0,4.82992322177,5.78131983136,8.28051010722,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,49.9410140474,65.8666130261,106.586557748,111.732122491,61.7911084441,14.6529376255,27.1359544413,0.0,1.27266135325,13.5839902809,5.14556474312,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,51.5167996274,65.574257262,151.221347417,169.000877075,117.484077448,0.0,51.6997401653,0.0,14.0574576347,33.9473499899,17.7795296583,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0
28,52.0731376892,72.4064008797,113.638439154,132.77127957,80.698141881,13.7934753369,41.2320382745,6.4249853584,6.53978785362,0.0,12.7078550576,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,58.0778337613,63.6889146351,135.208026621,143.235779162,85.1579454007,0.0,45.7412373998,0.0,5.61108087388,25.7778745857,8.02775254134,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
30,58.7078334319,70.9650696456,135.208026621,169.247605016,110.539771584,0.0,64.242956975,8.02775254134,12.2572362138,0.0,26.0118258541,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
31,64.7526276718,74.7373370103,153.483590788,164.937386986,100.184759314,0.0,40.0250087829,0.0,9.98470933854,38.7212449945,11.4537961985,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
32,65.3516597035,72.7467127145,119.673658775,133.747960324,68.3963006205,4.89678222427,40.8917264397,13.0976207952,2.49827078674,6.03521962083,0.976680753841,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,68.669072202,78.1427562443,137.236787601,147.732141115,79.0630689126,3.73732867775,50.5794386999,2.17676776219,5.73635536456,8.51459265639,8.31858575183,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
