Column1,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
23,40.97557073,49.37863272,49.37863272,86.45753614,45.48196541,0,0,8.718967156,8.403061991,0,28.35993626,0,0,0,0,2,0,0,0,1
5370,10834.2314,17896.63896,18406.58725,18522.27615,7688.044758,7060.672665,509.9482962,84.47409522,1.734895528,0,31.214807,1142,28,28,28,4,0,2,0,0
5360,10802.74206,17894.90406,18490.7712,18502.49157,7699.749512,7014.132859,551.5827946,2.52849795,6.029139165,44.28434054,9.191881081,1149,28,30,30,3,0,0,2,0
5357,10797.0235,17901.22121,18493.16356,18498.3776,7701.354095,7019.693634,548.5038556,0,12.50407146,43.43849549,5.214038715,1149,28,30,30,2,0,1,1,0
27,45.2893963,60.85790723,81.4943593,88.40648658,43.11709029,0,7.227358814,5.257374949,15.56851093,13.40909325,1.654752334,0,0,0,0,1,0,0,0,1
28,46.10444496,50.69843256,68.08526604,86.75173425,40.64728928,3.274187753,0,18.37227009,1.319799843,17.38683348,0.294198112,0,0,0,0,0,0,0,0,1
29,46.59173158,61.93943237,89.08688751,91.33003634,44.73830477,4.106700984,19.55492693,0,11.24099981,7.592528215,2.243148827,1,0,0,0,0,0,0,0,1
5354,10789.51216,17816.87492,18446.48685,18493.29969,7703.787531,7023.128996,603.2814225,34.988423,4.233763045,26.33051127,11.82441549,1147,30,30,30,2,0,2,2,0
31,47.8697576,64.91960925,103.1422726,106.7165214,58.8467638,12.98814963,24.16727827,0,4.061702016,14.05538505,3.574248838,2,1,0,0,0,0,0,0,1
5340,10752.97929,17813.8925,18406.58725,18491.06135,7738.082058,6991.443006,592.6947477,41.47021812,31.47020971,0,43.0038771,1142,28,30,29,3,0,2,0,0
33,48.16799132,72.63333783,111.481248,117.4902904,69.32229907,13.77144105,30.50893473,0,10.69390547,8.338975416,6.009042406,3,2,0,0,0,0,0,0,1
34,50.52475997,75.38379152,134.262829,139.1024151,88.57765508,14.39484928,45.07860665,0,10.46418228,13.80043082,4.839586068,3,3,0,0,0,0,0,0,1
35,52.04967441,75.29752415,120.4623982,127.2257922,75.17611774,20.58366342,36.18372384,0,2.66418631,8.981150187,6.763393985,3,3,0,0,0,0,0,0,1
5350,10782.93,17831.62253,18449.72506,18484.88696,7701.956961,7009.068632,618.1025372,0.960231924,39.62389606,0,34.20166346,1144,30,30,30,1,0,3,1,0
5353,10789.46864,17812.64116,18420.15634,18481.47528,7692.006638,7016.621439,559.4388145,51.9768397,3.551079197,48.07637106,9.342094564,1146,30,30,29,4,0,2,2,0
38,54.71224935,80.92940841,145.6595765,169.7875448,115.0752954,20.58527479,59.40586829,7.467405512,5.631884268,5.324299833,16.66056272,4,4,0,0,0,0,0,0,1
5349,10780.13719,17791.99863,18372.07997,18472.13318,7691.995995,7011.229197,575.4044741,94.00243952,0.632246581,4.676866584,6.050771251,1144,30,30,29,2,0,2,2,0
40,55.57289432,78.05292024,140.3352767,153.1269821,97.55408774,19.81089721,56.20990875,0,2.669128714,6.072447722,12.79170535,5,5,0,0,0,0,0,0,1
5336,10750.42073,17751.62773,18367.40311,18466.08241,7715.661685,6981.998404,602.1816547,75.17721667,19.20860103,13.59371927,23.50208944,1140,30,30,30,2,0,1,2,0
5352,10789.00216,17828.96766,18449.72506,18450.6853,7661.683139,7011.906652,585.3257757,0,20.05884678,35.43163317,0.960231924,1145,30,30,29,1,0,3,1,0
5351,10784.11544,17800.90881,18406.58725,18448.05747,7663.942032,7014.588777,586.1078642,25.02789891,2.204594588,19.57057837,16.44231921,1145,30,30,30,2,0,2,0,0
44,59.7548163,90.64957156,166.7675671,178.6574536,118.9026373,18.29810393,65.62374452,7.669350963,12.59665133,10.49425098,4.220535613,6,6,0,0,1,0,0,0,1
45,60.15026275,89.8554513,156.2733161,174.436918,114.2866553,20.77914566,55.80412524,13.51422869,8.926042886,10.61373954,4.64937326,7,7,0,0,0,0,0,0,1
5321,10724.26563,17747.5537,18353.80939,18442.58032,7718.314693,6938.30443,606.2556848,25.28612607,27.98364202,0,63.48480986,1137,30,27,29,1,0,1,2,0
5346,10766.33815,17816.71714,18414.29343,18431.62789,7665.289743,6985.289586,597.5762939,1.012757257,34.08940611,0,16.32170011,1142,28,30,29,4,0,2,1,0
5341,10754.47131,17798.70421,18387.01667,18431.61515,7677.143841,6990.395429,582.18706,43.08844363,15.83747669,6.125398809,1.510033647,1143,28,30,29,4,0,2,0,0
5348,10773.78573,17791.36639,18380.89127,18430.10512,7656.319387,7010.227417,585.2902986,27.48063839,7.353237651,4.234590954,21.73320404,1144,29,30,29,3,0,2,0,0
50,73.88979596,105.7807822,197.6937048,198.0631527,124.1733568,15.96565533,82.5169486,0,15.92533088,9.395974034,0.369447913,4,6,0,0,0,0,0,0,1
51,76.32171594,98.63238148,167.386372,189.375904,113.0541881,14.32785563,68.13518559,11.2710816,7.982809918,0.618804976,10.7184504,3,7,0,0,2,0,0,0,1
5345,10764.28409,17806.09008,18414.29343,18415.30619,7651.022101,6983.269614,579.997638,0,23.53637703,28.20571504,1.012757257,1142,28,30,29,4,0,2,1,0
5347,10768.34198,17784.01315,18376.65668,18408.37191,7640.029938,6988.941969,592.6435363,15.04806033,1.729203264,0,16.66716902,1143,28,30,29,2,0,3,0,0
54,82.87714913,100.5488271,181.6581913,190.8801698,108.0030206,15.75523235,66.83754492,7.717712758,1.916445641,14.27181924,1.504265721,2,8,0,0,0,0,0,0,1
55,85.55386734,102.8212692,188.2977308,192.0245509,106.4706835,14.99495978,78.83692209,2.582438983,2.272442071,6.639539497,1.144381111,3,9,0,0,1,0,0,0,1
56,85.75106107,118.379555,202.8159123,221.598578,135.8475169,17.07020812,84.43635728,1.339618015,15.55828579,0,17.44304768,4,10,0,0,0,0,0,0,1
5339,10752.69517,17744.42229,18376.65668,18391.70474,7639.009574,6988.172866,620.6153233,12.24518929,3.554258387,11.619066,2.802871033,1141,30,30,30,1,0,3,0,0
58,87.41348511,112.0310368,202.8159123,204.1555303,116.7420452,18.36729707,85.66266805,0,6.250254588,5.122207442,1.339618015,5,10,0,0,0,0,0,0,1
59,88.25824739,125.3236112,211.0992457,227.4357261,139.1774788,23.77278938,77.49230102,10.49933225,13.29257447,8.283333444,5.837148195,6,10,0,0,0,0,0,0,1
60,92.18493648,125.4241016,211.0992457,237.7803185,145.5953821,26.1946185,85.67514412,16.33648044,7.044546596,0,10.34459238,5,11,0,0,1,0,0,0,1
61,93.09667012,134.9883378,212.3783915,246.9921695,153.8954994,32.22694111,76.11090786,25.40192699,9.664726604,1.279145837,9.211850972,6,11,0,0,2,0,0,0,1
5337,10750.9352,17757.28394,18386.08772,18389.46788,7638.532673,6985.021008,603.2902413,0,19.32773298,25.5135313,3.380159598,1141,30,30,29,4,0,2,1,0
5329,10740.78509,17735.95621,18365.03762,18388.90187,7648.116785,6983.440276,614.9813203,23.23395005,11.73084662,14.10008619,0.630305249,1139,30,28,29,1,0,1,0,0
