,arrivalA,arrivalB,arrivalC,leaveC,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Queue A,Queue B,QlenB1,QlenB2,Queue C,QlenC1,QlenC2,choice,precheck
372,882.5733662,886.9330589,1121.745608,1224.946531,0,234.8125492,40.8660529,4.359692736,0,62.33487012,0,17,16,16,1,3,0,1,0
373,885.7524326,1045.153763,1306.739029,1328.330466,159.2014264,260.6897782,14.04498094,0.199904119,0.895487697,7.54645605,18,30,0,0,0,0,0,0,1
374,886.4605312,1060.330818,1321.708334,1334.906843,158.6932319,261.2372179,7.268715017,9.177055159,0.140298081,5.929793466,19,30,0,0,1,0,0,0,1
375,887.7368681,903.8258767,1275.07804,1320.039874,0,371.2521635,2.576384322,16.08900861,0,42.38544994,0,17,17,16,0,5,8,0,0
376,889.2504529,1073.160954,1343.073906,1343.839533,168.0858953,250.1733349,0,3.824605513,19.73961738,0.765626678,20,30,0,0,0,0,0,0,1
377,893.956325,899.4714597,1129.055879,1228.31684,0,222.2741484,95.89065178,5.515134763,7.31027124,3.370308981,0,17,16,16,2,3,0,1,0
378,894.2834778,1070.558079,1323.334289,1337.658508,166.0473404,251.150255,11.57255407,1.22726099,1.62595441,2.751664914,21,30,0,0,2,0,0,0,1
379,899.1967699,1108.147252,1351.442984,1386.288655,171.3613093,238.1215994,31.17501932,24.58917301,5.174132243,3.670651637,21,30,0,0,1,0,0,0,1
380,907.013669,1086.366876,1346.268852,1362.025114,166.1472847,256.7070301,0,3.205922147,3.194945576,15.7562619,21,30,0,0,0,0,0,0,1
381,907.1118627,911.3046117,1158.881922,1319.376106,0,243.3903745,142.8155796,4.192748976,4.186935529,17.67860498,0,18,17,17,1,3,4,2,0
382,907.4378037,1105.235608,1346.268852,1382.618003,178.9290721,241.0332434,15.7562619,6.868732273,0,20.59288966,22,30,0,0,0,0,0,0,1
383,908.6136566,919.8547045,1183.859714,1328.826174,0,239.0272172,135.5163924,11.24104789,24.97779216,9.450067343,0,18,17,17,1,5,4,2,0
384,915.6613405,1115.399202,1364.147661,1397.929015,189.5742677,246.2885133,24.40469452,10.1635939,2.459945559,9.376659473,20,30,0,0,2,0,0,0,1
385,916.7555137,1109.94168,1361.687715,1388.552355,191.3917386,241.5013041,24.60093942,1.794427551,10.24473154,2.263700663,21,30,0,0,2,0,0,0,1
386,918.3996253,919.4435275,1317.747525,1320.444883,0,355.6345127,2.292349931,1.043902238,42.66948433,0.405008798,0,17,18,17,0,6,8,0,0
387,919.2829515,928.6621912,1194.764122,1337.108116,0,255.1975226,134.0620516,9.379239756,10.90440821,8.281942472,0,17,18,17,0,6,5,2,0
388,921.1187141,927.5509896,1180.940894,1299.403716,0,253.3899044,59.0394251,6.432275437,0,59.42339659,0,18,17,18,1,3,4,1,0
389,922.3144061,925.0129462,1180.940894,1239.980319,0,230.6646506,48.37148884,2.698540079,25.26329716,10.66793626,0,18,17,18,1,2,4,1,0
390,924.6317034,1140.45872,1381.303031,1436.440548,185.3099764,236.4977554,36.79060016,11.51703983,4.346556122,18.34691715,20,30,0,0,5,0,0,0,1
391,925.1407318,947.1783549,1357.508282,1374.211558,0,370.5691697,5.886386024,22.03762302,39.7607577,10.81688988,0,18,17,18,0,6,4,0,0
392,929.0218494,1134.499058,1366.891041,1416.27398,186.3773527,229.6486025,31.03797443,5.099856421,2.743379567,18.34496544,20,30,0,0,3,0,0,0,1
393,930.3285613,1135.595841,1376.956475,1418.093631,204.1704971,231.2951993,39.31750533,0.096782679,10.06543454,1.819650945,21,30,0,0,4,0,0,0,1
394,939.1783246,943.4789141,1181.722034,1338.317907,0,237.4619799,117.6816812,4.300589513,0.781140527,38.91419136,0,18,18,18,1,4,4,1,0
395,941.6584346,942.2803174,1317.747525,1363.394668,0,375.4672072,2.697358729,0.621882803,0,42.94978499,0,18,18,18,1,6,8,0,0
396,941.9753404,943.8217504,1197.785349,1350.575816,0,250.9423716,139.3227668,1.846410059,3.021227269,13.46769942,0,18,18,18,0,6,6,2,0
397,942.2409075,1151.902941,1397.47143,1443.537047,193.3549336,236.4045454,42.07446224,4.307099652,9.163943665,3.99115512,21,30,0,0,4,0,0,0,1
398,943.6043819,949.0295156,1192.028277,1338.466678,0,232.6925189,146.2896297,5.425133753,10.3062428,0.148771052,0,19,19,18,0,5,5,1,0
399,944.9233539,951.2267209,1210.63567,1354.975194,0,246.5586284,139.9401454,6.303367059,12.85032082,4.399378326,0,19,19,19,0,6,7,2,0
400,955.7669328,959.7464126,1357.508282,1397.962858,0,397.7618697,16.70327591,3.979479797,0,23.75129972,0,20,20,20,1,6,4,0,0
401,956.1484243,968.0513003,1210.942657,1341.282589,0,223.976977,127.5240207,11.902876,18.91438011,2.815910717,0,20,20,20,0,6,8,1,0
402,961.8664167,1150.257596,1388.307486,1439.545892,178.5923029,231.0454352,48.13306225,1.798876371,7.004455064,3.105343654,21,30,0,0,4,0,0,0,1
403,964.5720909,968.4531279,1259.069772,1358.767898,0,242.1825423,95.90542177,3.881036972,48.43410192,3.792703922,0,21,19,19,0,4,6,2,0
404,964.7833737,979.2375725,1268.519759,1362.087299,0,279.8321996,90.24813879,14.45419879,9.449986908,3.319400804,0,21,19,19,0,5,7,2,0
405,971.5364326,983.5870995,1375.703117,1427.591405,0,381.7406574,35.10155424,12.05066687,10.3753604,16.78673319,0,21,20,20,1,5,0,0,0
406,974.7040998,978.8248805,1223.466769,1342.280047,0,232.1177768,117.8158202,4.120780764,12.52411122,0.997457745,0,20,20,20,0,7,8,1,0
407,975.4715698,982.2104296,1365.327757,1410.804672,0,375.2978527,32.63510096,6.738859751,7.819474668,12.84181368,0,20,20,20,1,6,2,0,0
408,979.7111475,983.5954856,1263.947102,1343.120984,0,239.871283,78.33294411,3.884338068,40.48033379,0.84093799,0,19,20,20,0,4,7,1,0
409,980.2759962,1002.157235,1434.62714,1457.794555,0,382.1711977,8.605893213,21.88123844,50.29870761,14.56152164,0,19,20,20,0,3,1,0,0
410,985.6685077,1167.695965,1410.401929,1455.889236,164.5890883,229.7754645,33.13511857,0.438369446,12.93049879,12.35218899,22,30,0,0,4,0,0,0,1
411,987.876556,990.8535908,1292.451452,1345.652729,0,273.0935116,50.6695325,2.977034878,28.5043496,2.531744733,0,21,21,20,0,5,8,1,0
412,987.9252416,990.7055605,1285.707217,1370.348986,0,277.8141985,76.38008125,2.780318882,17.18745834,8.261687621,0,21,21,20,0,5,7,2,0
413,990.7394148,991.2304287,1384.328432,1443.233033,0,384.4726886,43.26297246,0.491013922,8.625314972,15.64162837,0,21,20,21,2,3,0,0,0
414,994.8052145,1013.320803,1460.70514,1460.791975,0,421.3063364,0,18.51558899,26.07800051,0.086834858,0,20,21,21,0,4,0,0,0
415,999.0877889,1190.888889,1418.442011,1473.240632,152.8151519,227.4109237,38.0581491,12.98594862,0.142197682,16.74047248,22,30,0,0,4,0,0,0,1
416,1003.910327,1043.209321,1405.409995,1418.637445,0,360.6385974,2.068153862,39.29899378,1.562076777,11.15929547,0,21,20,21,2,4,0,2,0
417,1007.671201,1186.555006,1418.299813,1456.50016,160.0247645,223.8469229,37.58942312,8.859040314,7.897884442,0.610923666,21,30,0,0,3,0,0,0,1
418,1012.256826,1192.088875,1423.236966,1493.546146,174.2981795,226.3531355,50.00366669,4.533869612,4.794954899,20.30551349,22,30,0,0,5,0,0,0,1
419,1012.48347,1218.03607,1432.291438,1509.764009,178.4054198,214.2553677,68.49927491,17.14718054,0,8.973295874,23,30,0,0,7,0,0,0,1
420,1021.508303,1058.332368,1490.139091,1503.227174,0,402.3727727,0,36.82406468,29.43395092,13.08808235,0,21,18,20,0,5,0,0,0
421,1024.261151,1033.924629,1349.298475,1375.16937,0,270.103125,21.37590849,9.663477893,45.27072104,4.494986066,0,21,18,20,0,4,5,2,0
422,1025.20786,1026.470615,1296.229191,1369.967821,0,265.9808371,49.42353806,1.262754928,3.777739172,24.31509152,0,21,18,18,0,6,8,1,0
423,1026.304691,1031.330045,1322.857223,1380.247877,0,264.899146,47.11059792,5.025354185,26.62803166,10.28005581,0,21,18,18,0,6,7,1,0
424,1027.65248,1027.704204,1304.027754,1370.674384,0,258.0030137,66.32123181,0.051723546,18.32053706,0.32539772,0,21,19,18,0,6,7,2,0
425,1028.227335,1039.367294,1340.578782,1384.174981,0,283.4899286,39.66909417,11.13995925,17.72155956,3.927104104,0,21,19,19,0,5,5,1,0
426,1034.919328,1038.433921,1403.847919,1407.478149,0,310.8645542,0,3.514593065,54.54944318,3.630230639,0,21,20,20,2,4,0,2,0
427,1036.844317,1201.998335,1432.291438,1500.790713,155.2445579,221.2386302,61.25470816,0.909460144,9.054472013,7.24456675,20,30,0,0,6,0,0,0,1
428,1053.058052,1057.225324,1415.100259,1423.451998,0,348.1846715,3.537185407,4.167272107,9.690263926,4.814553485,0,20,20,20,1,3,0,2,0
429,1056.977952,1223.928528,1435.743292,1526.205093,145.0203839,208.3629101,74.02071699,6.930192102,3.451853799,16.44108472,18,30,0,0,8,0,0,0,1
430,1059.195459,1227.087522,1445.632416,1539.933811,158.8406108,208.6557698,80.57267673,7.051451763,8.889124971,13.72871812,18,30,0,0,6,0,0,0,1
431,1083.281751,1230.423286,1455.648093,1540.593342,140.6467771,215.2091307,84.28571814,6.494758208,10.01567671,0.659530185,16,30,0,0,7,0,0,0,1
432,1087.288051,1105.723578,1502.832801,1504.96494,0,384.4155136,0.394372543,18.43552692,12.69370981,1.737766069,0,19,18,17,0,4,0,0,0
433,1088.80513,1236.073447,1463.614642,1551.905202,138.2823922,219.574646,76.97869967,8.985925446,7.966548655,11.31186069,16,30,0,0,6,0,0,0,1
434,1088.942123,1090.071324,1415.100259,1449.983927,0,325.028935,8.351738891,1.129201529,0,26.53192834,0,19,18,17,1,3,1,2,0
435,1101.624885,1266.967294,1481.659415,1570.703536,128.798401,198.7156514,82.01997189,22.5440078,7.976469775,7.024148875,17,30,0,0,8,0,0,0,1
436,1103.047656,1104.640225,1346.910335,1386.665592,0,235.9385578,37.26464519,1.592568412,6.331553081,2.490610954,0,18,17,18,0,2,5,1,0
437,1106.68544,1256.369983,1464.464057,1553.350242,129.388007,207.2446586,87.4411454,12.29653611,0.84941496,1.445040164,17,30,0,0,7,0,0,0,1
438,1110.410875,1259.161835,1465.682945,1563.679387,145.9591081,205.3022221,87.66729735,2.791851474,1.218888214,10.32914431,16,29,0,0,8,0,0,0,1
439,1110.506817,1119.666438,1346.910335,1413.300641,0,227.2438971,39.75525615,9.159620891,0,26.63504965,0,19,18,18,0,3,5,1,0
440,1115.306885,1267.850644,1495.423443,1573.00092,143.8549495,213.8087705,75.28009239,8.688809556,1.76402837,2.297384813,17,30,0,0,8,0,0,0,1
441,1121.452582,1288.573525,1514.323823,1577.025226,145.5147115,217.7151286,60.94637127,4.606231586,4.035169095,1.755032302,17,30,0,0,8,0,0,0,1
442,1123.182658,1179.556416,1459.447161,1532.093602,0,267.0415356,60.45189258,56.37375815,12.84920886,12.19454828,0,19,14,18,0,3,1,1,0
443,1123.803814,1125.863361,1353.051217,1441.82839,0,221.0469745,60.24942432,2.059546602,6.140881483,28.52774835,0,19,14,18,0,4,5,1,0
444,1125.433007,1286.947474,1506.288654,1575.270194,142.4176369,208.4759696,66.71226662,3.096829234,4.865210585,2.269273741,18,30,0,0,8,0,0,0,1
445,1129.701269,1132.996384,1353.051217,1496.012766,0,220.0548327,88.77717266,3.295115681,0,54.18437629,0,17,14,18,0,5,5,1,0
446,1133.391495,1138.26906,1400.765022,1496.146813,0,214.7821571,95.24774409,4.877564422,47.71380486,0.134046696,0,16,15,18,2,2,0,1,0
447,1134.03491,1313.473269,1531.99846,1578.236507,152.9125633,200.8505542,45.0267661,7.52579515,5.674637474,1.21128044,19,30,0,0,8,0,0,0,1
448,1134.986939,1173.412844,1537.882826,1585.866076,0,364.4699821,4.265193327,38.42590527,0,43.71805665,0,16,15,18,0,1,0,2,0
449,1137.655966,1154.340133,1450.274028,1476.857415,0,279.3987234,9.289811564,16.68416615,16.53517191,17.29357573,0,16,15,18,0,3,0,2,0
450,1138.069313,1321.670151,1554.6521,1612.790964,150.5042123,218.3283094,51.48013573,15.09662578,13.65363991,6.658727531,18,30,0,0,6,0,0,0,1
451,1139.477977,1315.456502,1539.99846,1606.132236,173.9952915,216.5419583,38.23804654,1.983233363,0,27.89572911,19,30,0,0,8,0,0,0,1
452,1141.965095,1147.94146,1433.738856,1459.563839,0,267.1587989,16.24507055,5.976365009,18.63859669,9.579912925,0,16,16,18,0,3,0,2,0
453,1142.613995,1148.339152,1544.649159,1554.545243,0,354.4936491,0,5.725156814,41.81635788,9.896084315,0,16,16,18,0,1,0,0,0
454,1143.757567,1154.489777,1400.765022,1516.723713,4.183892976,246.2752447,95.38179079,6.548316764,0,20.5769003,0,16,16,16,2,3,0,1,0
455,1145.825804,1331.153054,1561.470628,1618.043058,169.6306985,228.2213656,54.75572453,8.696552173,2.09620832,1.816704931,19,30,0,0,8,0,0,0,1
456,1148.259593,1163.300573,1494.46412,1496.244809,0.0795595,286.9734553,0,14.96142047,44.19009182,1.780689455,0,17,16,16,0,5,0,2,0
457,1154.691201,1166.559449,1446.597952,1519.899053,0,234.2055723,70.12576111,11.86824818,45.83292997,3.175340333,0,17,17,16,0,2,1,1,0
458,1155.98199,1173.74041,1564.561409,1569.397938,0,370.9087493,0,17.75841972,19.9122503,4.836528601,0,17,16,15,0,1,0,0,0
459,1157.424582,1325.565181,1559.37442,1616.226353,164.2455686,229.0869188,53.4165437,2.895030495,4.722319567,3.435389152,18,30,0,0,7,0,0,0,1
460,1163.875473,1338.957704,1573.035901,1620.50148,161.6897081,222.5129238,45.00715632,13.39252283,8.565273141,2.458422548,19,30,0,0,6,0,0,0,1
461,1165.616587,1358.831035,1579.746671,1642.09545,165.5364671,216.2613698,55.75567307,11.67798088,4.654266121,6.593105444,20,29,0,0,5,0,0,0,1
462,1166.014327,1166.404922,1537.882826,1542.148019,0,328.0591979,0,0.390594414,43.41870637,4.265193327,0,17,16,15,0,1,0,2,0
463,1171.415338,1353.334627,1575.092405,1635.502344,167.5423668,219.7012739,45.40907526,6.376923102,2.056503602,15.00086393,20,29,0,0,7,0,0,0,1
464,1171.730283,1184.255326,1486.307756,1534.00546,0,275.1918344,45.78584598,12.52504333,26.86059488,1.911858782,0,17,17,16,0,4,0,1,0
465,1173.497308,1192.917358,1496.337989,1537.643624,0,293.3903971,37.6674709,19.42005052,10.03023387,3.638163715,0,17,17,17,0,3,0,1,0
466,1174.577369,1368.720251,1593.393639,1645.018569,178.7572582,219.7679236,49.90564461,15.38562318,4.905464589,1.719285193,21,29,0,0,7,0,0,0,1
467,1176.382601,1204.489054,1532.752576,1556.636206,0,291.8489353,4.891048365,28.10645294,36.41458625,18.992582,0,18,17,17,0,1,0,1,0
468,1179.337589,1362.471711,1588.488174,1643.299283,179.4934458,217.2749597,53.60727532,3.64067621,8.741503198,1.203833878,22,30,0,0,6,0,0,0,1
469,1180.567514,1197.202374,1570.315881,1589.571392,0,340.6804517,15.55019535,16.63486016,32.43305463,3.705316276,0,18,18,17,0,2,0,2,0
470,1184.304898,1201.795511,1592.916445,1597.04514,0,368.5203694,0,17.49061376,22.60056414,4.128695508,0,17,16,16,0,1,0,2,0
471,1184.322035,1215.832943,1581.551003,1609.798811,0,365.71806,0.4683379,31.51090791,0,27.77946998,0,17,16,16,0,5,1,0,0
472,1185.390889,1210.732811,1581.551003,1582.019341,7.526469716,353.8285983,0,17.81545254,16.98959343,0.4683379,0,17,16,16,0,5,1,0,0
473,1185.714079,1375.065765,1610.444215,1664.191322,176.7576325,220.8042492,44.18480444,12.59405404,3.574200747,9.562302648,23,30,0,0,8,0,0,0,1
474,1189.735706,1373.055409,1595.870015,1654.62902,178.9845449,220.3382302,49.14855399,4.335158007,2.476375812,9.610451196,23,29,0,0,8,0,0,0,1
475,1190.139356,1207.027273,1592.916445,1627.159665,7.063018665,385.8891718,4.128695508,9.824898607,0,30.11452505,1,17,16,16,0,1,0,2,0
476,1190.361125,1235.892458,1624.927367,1628.100722,11.43438668,345.6585444,0,34.09694705,43.37636457,3.173354292,2,17,16,16,0,1,1,0,0
477,1191.165428,1379.008439,1632.402894,1670.060005,181.8899807,231.4357766,31.78842891,5.953030123,18.95867817,5.868682187,23,30,0,0,5,0,0,0,1
478,1193.415198,1233.917983,1565.718743,1587.639161,11.0738562,325.3301952,19.20337525,29.42892911,6.47056428,2.717042897,2,17,17,16,0,1,0,1,0
479,1197.90388,1215.520209,1598.812037,1635.200538,9.123392834,377.3962361,28.34762871,8.492935772,5.89559184,8.040872687,2,17,17,17,0,1,0,2,0
480,1200.398747,1389.127222,1642.621436,1686.87359,174.667018,243.2756715,27.43856829,12.06145666,10.21854281,16.81358546,23,30,0,0,4,0,0,0,1
481,1205.044253,1390.716054,1654.246887,1697.375827,173.9641856,251.9053825,32.6267026,8.707615115,11.62545115,10.50223693,23,30,0,0,3,0,0,0,1
482,1209.48316,1213.039075,1532.752576,1584.860813,1.249650875,319.7135007,23.88363036,2.306263951,0,28.22460729,0,17,17,16,0,2,0,1,0
483,1210.111488,1390.810601,1662.815202,1703.357357,179.0157342,263.4362869,34.56062475,1.683378512,8.568314779,5.98153024,24,30,0,0,3,0,0,0,1
484,1215.15686,1242.933283,1580.474201,1607.951469,0,337.5409176,12.16904774,27.77642309,0,15.30822081,0,17,17,16,0,3,1,1,0
485,1218.156921,1241.752129,1638.52658,1644.560763,0,385.8545265,0,23.59520761,10.91992425,6.034183084,0,18,17,17,0,1,0,2,0
486,1218.791178,1413.035056,1672.349603,1709.694317,171.9248754,252.6529088,36.08624055,2.319002662,6.661638075,1.258472618,24,30,0,0,3,0,0,0,1
487,1220.740676,1225.933911,1559.248178,1584.922118,0,306.8186646,25.61263489,5.193235231,26.49560276,0.061304638,0,18,17,17,0,0,0,1,0
488,1221.579927,1234.579361,1627.606656,1635.277944,4.35398444,364.2326757,7.593882492,8.645449918,28.79461891,0.077406108,0,18,17,17,0,1,0,2,0
489,1223.261546,1237.793215,1580.474201,1592.643248,10.65643674,327.9255276,7.164960076,3.875231911,14.75545807,5.004087667,1,18,18,17,0,2,1,1,0
490,1224.299004,1240.812538,1668.705418,1680.341128,10.28035717,384.1148289,0,6.233177419,43.77805059,11.63571044,2,18,18,18,0,4,0,0,0
491,1225.54934,1242.303195,1680.836153,1698.875087,10.34311881,426.4022224,0,6.410737111,12.13073528,18.03893355,3,19,18,18,0,5,0,0,0
492,1226.197783,1250.861343,1704.218334,1733.076439,11.59543248,429.9748102,0,13.0681279,23.38218067,28.8581049,3,19,19,18,0,3,2,0,0
493,1226.400597,1273.754218,1678.211233,1679.28217,14.41194099,392.058578,0,32.94167954,12.39843718,1.070936867,4,19,19,18,0,5,0,2,0
494,1246.692775,1246.90252,1642.923498,1653.129918,0,391.6240596,1.637264632,0.209744811,4.396918453,8.569154732,0,20,20,19,0,1,0,2,0
495,1247.32598,1255.020451,1580.474201,1687.902442,0,325.4537495,27.47726855,7.694471545,0,79.95097266,0,20,20,20,0,4,1,1,0
496,1247.851316,1251.465239,1704.218334,1770.501471,0,452.753095,28.8581049,3.613922844,0,37.42503206,0,20,20,20,0,3,2,0,0
497,1253.12234,1412.58471,1665.687965,1708.435844,137.6882602,250.2304926,37.66939197,1.774109106,2.87276302,5.078486656,21,30,0,0,3,0,0,0,1
498,1254.450635,1268.772878,1665.812796,1668.112164,0,388.368694,0,14.32224287,8.671223704,2.299368147,0,21,20,20,0,4,0,2,0
499,1261.094121,1423.776112,1675.085538,1733.548792,151.490589,248.8876514,50.77111597,5.191402585,2.421774278,7.692138529,20,30,0,0,5,0,0,0,1
500,1265.227392,1268.347086,1657.141572,1662.290734,0,374.5764119,0,3.119694577,14.21807391,5.149161692,0,21,20,19,0,4,0,2,0
501,1270.155673,1282.731423,1766.796885,1793.113059,0,469.9642233,13.70747437,12.57574942,14.10123933,12.6086992,0,21,20,20,1,4,1,0,0
502,1270.659581,1283.233142,1770.152795,1809.360533,0,483.5637436,22.96026357,12.57356062,3.355910007,16.24747356,0,21,20,20,2,4,2,0,0
503,1271.204937,1271.71667,1604.225602,1689.703723,0,308.7575312,83.67684009,0.511732301,23.75140112,1.801280681,0,21,20,20,0,1,1,1,0
504,1271.21902,1423.45468,1672.663764,1725.856654,141.816036,248.8949233,37.03055284,4.419623558,0.314160326,16.16233741,19,30,0,0,4,0,0,0,1
505,1272.747207,1424.163199,1679.420886,1734.009445,150.7074733,250.922339,54.12790645,0.708518921,4.335348047,0.460652525,20,30,0,0,6,0,0,0,1
506,1280.029726,1281.651161,1752.695646,1780.50436,0,422.5671725,17.80582469,1.6214354,48.47731227,10.00288901,0,19,21,21,0,4,2,0,0
507,1280.325282,1434.18204,1680.795167,1740.627701,143.4508304,245.2388459,53.21427802,1.405927831,1.374280955,6.6182565,21,30,0,0,7,0,0,0,1
508,1280.873404,1283.510433,1647.384724,1698.045832,0,320.7151687,42.31899887,2.637028721,43.15912191,8.342109277,0,19,21,21,0,1,0,1,0
509,1284.805201,1294.954637,1697.036727,1706.831464,0,383.2565962,0,10.14943564,18.82549431,9.794736419,0,22,22,21,0,4,0,2,0
510,1288.91994,1436.72449,1687.172774,1743.790769,135.2432586,244.0706766,53.45492727,3.56129139,6.377607256,3.163067288,20,30,0,0,7,0,0,0,1
511,1291.835463,1442.863497,1698.150745,1748.384387,142.3465772,244.3092773,45.64002392,6.681456845,10.97797064,4.593618554,21,30,0,0,7,0,0,0,1
512,1294.278501,1305.223379,1697.036727,1746.476629,0,391.8133482,9.794736419,10.94487792,0,39.64516554,0,22,21,20,0,4,0,2,0
513,1294.313769,1481.876259,1724.402203,1769.200699,142.4107213,234.9785386,37.60134595,26.15176846,7.54740598,7.197149526,22,30,0,0,8,0,0,0,1
514,1296.082392,1301.197985,1656.160438,1716.819154,0,346.1867387,41.88539422,5.115593528,8.775713927,18.77332163,0,22,21,21,0,2,0,1,0
515,1298.324482,1320.268501,1829.846792,1838.460125,0,486.3166124,0,21.94401891,23.2616795,8.613332783,0,22,20,21,0,0,6,0,0
516,1300.571953,1307.378756,1656.160438,1762.073318,0,348.7816812,60.65871585,6.806803707,0,45.25416439,0,22,20,21,0,3,0,1,0
517,1306.466414,1462.600139,1700.921926,1757.068806,136.397083,235.5506062,47.46246109,6.736641719,2.77118138,8.684418914,23,30,0,0,8,0,0,0,1
518,1306.973236,1470.40312,1709.480055,1758.457491,155.6269031,230.5188064,47.58875075,5.802981165,5.558129259,1.388685082,24,29,0,0,7,0,0,0,1
519,1309.966341,1471.429614,1716.854797,1762.003549,160.4367787,238.0504413,41.60269384,1.026494374,7.374741987,3.546058089,25,29,0,0,7,0,0,0,1
520,1310.08851,1488.799739,1734.059038,1827.569633,161.3411041,238.2592986,47.22081435,17.37012526,0,46.28978027,26,30,0,0,7,0,0,0,1
521,1310.792336,1313.271639,1701.463618,1759.143492,0,383.7650883,45.01301088,2.479302681,4.426891082,12.66686236,0,22,22,21,0,3,1,2,0
522,1311.548839,1318.564559,1806.585113,1820.64929,0,451.5882365,2.775419659,7.015720235,36.43231747,11.28875765,0,22,22,21,0,0,7,0,0
523,1311.637891,1484.953625,1727.059038,1781.279852,170.2383678,239.4485782,42.14166089,3.077366426,0.656834585,12.07915346,27,30,0,0,8,0,0,0,1
524,1313.457113,1323.901191,1675.548185,1779.969007,0,332.2592465,86.52513315,10.44407855,19.38774709,17.89568901,0,22,22,22,0,4,0,1,0
525,1314.109648,1530.370165,1746.274965,1831.608799,170.8439773,213.8593626,81.58402101,23.41653985,2.045436781,3.749813028,27,30,0,0,7,0,0,0,1
526,1321.001243,1341.195164,1711.597536,1795.45188,0,346.8026289,78.22350329,20.19392065,23.59974348,5.630840128,0,22,22,22,1,3,1,1,0
527,1325.01138,1330.096715,1829.846792,1857.851452,0,499.750077,8.613332783,5.085335141,0,19.3913272,0,22,22,22,0,0,6,0,0
528,1329.086073,1356.722375,1747.416013,1802.591547,0,354.8751614,48.03586672,27.63630155,35.8184767,7.139667778,0,22,22,22,0,3,2,1,0
529,1330.414486,1330.461329,1687.997793,1789.82104,0,345.0868554,91.97121416,0.046842983,12.449608,9.852032612,0,23,22,22,0,4,0,1,0
530,1339.137605,1527.449416,1744.229528,1827.858986,149.6621349,206.6096221,83.34010491,20.64967646,10.17048971,0.289352874,23,30,0,0,6,0,0,0,1
531,1343.451637,1539.154535,1751.721551,1837.006099,183.9977786,207.1204295,79.88724734,11.70511916,5.446586692,5.397300733,24,30,0,0,7,0,0,0,1
532,1345.287927,1378.822289,1852.31917,1878.771775,0,458.2665291,10.17301311,33.53436196,15.23035162,16.27959129,0,23,23,22,1,1,2,0,0
533,1347.358068,1384.518616,1900.334614,1901.150132,0,488.4191976,0,37.16054809,27.39680054,0.815518474,0,23,21,22,0,2,2,0,0
534,1348.676001,1558.268887,1758.547388,1844.53985,181.6941643,199.4121119,81.49221179,25.89872224,0.866388524,4.500250489,25,30,0,0,7,0,0,0,1
535,1350.256694,1370.671928,1837.088819,1862.492183,0,459.1748642,20.76263387,20.41523416,7.242026111,4.640730866,0,23,21,21,1,0,5,0,0
536,1356.359989,1360.162523,1763.30738,1805.925274,0,387.2534897,39.28416785,3.802534164,15.89136665,3.333726339,0,23,19,21,1,3,1,1,0
537,1357.651188,1556.374172,1757.680999,1840.0396,181.503347,195.3473791,79.32510001,16.21963704,5.959448062,3.033500296,25,30,0,0,7,0,0,0,1
538,1358.371,1564.828737,1764.05811,1846.155455,198.0031721,193.7186511,80.48173969,8.454564587,5.510722587,1.615605002,26,30,0,0,7,0,0,0,1
539,1361.855335,1382.678609,1872.937813,1892.518626,0,469.6405613,5.833961215,20.82327367,20.61864319,13.746851,0,21,21,21,0,0,2,0,0
540,1371.224849,1580.627802,1771.482267,1861.250011,187.0440379,190.8544643,77.0484454,20.35891488,0,12.71929888,24,30,0,0,8,0,0,0,1
541,1372.587433,1443.317327,1797.66152,1842.783526,0,328.3063301,42.87445914,70.72989413,26.03786271,2.247546783,0,21,21,21,0,1,3,2,0
542,1372.67599,1566.542478,1771.482267,1848.530712,192.1527469,197.5156319,74.67318857,1.713741789,7.424156123,2.375256832,25,30,0,0,7,0,0,0,1
543,1375.394834,1385.544639,1917.550237,1922.761818,0,514.7899746,0,10.14980563,17.21562341,5.211580856,0,21,21,21,0,1,1,0,0
544,1376.822582,1383.485381,1732.848425,1760.349517,1.99970718,317.9782373,26.29506637,4.663091745,31.38480687,1.20602553,0,21,21,21,1,3,1,2,0
545,1382.850705,1383.229909,1826.430942,1832.247385,0,380.0774703,0,0.379204308,63.12356218,5.816442989,0,22,21,21,0,0,6,1,0
546,1384.634138,1592.938398,1833.389737,1871.748946,181.9083405,191.3749574,37.96132208,19.39591907,5.076382362,0.397886432,23,30,0,0,6,0,0,0,1
547,1388.719094,1400.734617,1848.651331,1852.501287,0,425.6963244,0,12.01552318,22.22038895,3.849956416,0,23,22,22,1,0,2,1,0
548,1390.197794,1435.815466,1771.623657,1840.535979,0,332.7605833,64.51028368,45.61767223,3.047607815,4.402038169,0,23,22,22,2,4,2,2,0
549,1395.836809,1425.727758,1868.396814,1881.639297,0,425.9103553,4.374524084,29.89094885,16.75870073,8.867958693,0,23,22,22,0,0,2,1,0
550,1399.037678,1589.625983,1784.313355,1871.351059,181.5901245,181.8562838,76.9366559,8.998180466,2.831088384,10.10104855,21,29,0,0,8,0,0,0,1
551,1404.610611,1405.152322,1851.638114,1872.771338,0,443.499009,0.863173635,0.541710287,2.986782781,20.27005118,0,23,21,21,1,0,2,1,0
552,1405.210786,1405.522407,1745.179667,1763.670921,0,327.3260184,15.16985044,0.311620955,12.33124147,3.32140337,0,23,22,21,0,3,2,2,0
