,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenB3,QlenC0,QlenC1,QlenC2,QlenC3,choice,precheck
0,0.0,0.940683897848,64.5730110481,65.5670248135,65.5670248135,0.0,0.0,0.0,0.940683897848,63.6323271503,0.994013765381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
1,1.04789073744,13.3341926809,16.9114128559,32.742203196,31.6943124586,0.0,0.0,0.0,12.2863019434,3.57722017501,15.8307903401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2,1.63104297982,25.2396134546,42.7410410879,85.6952939158,84.064250936,0.0,0.0,27.4147625854,23.6085704747,17.5014276334,15.5394902425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
3,4.11205793706,30.2303325547,37.0742143649,59.051481057,54.9394231199,0.0,2.19407338536,18.0227583539,26.1182746176,4.64980842491,3.95450833815,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
4,4.23400233628,5.46737937679,17.2161620403,34.5777192417,30.3437169054,0.0,0.0,0.0,1.23337704052,11.7487826635,17.3615572014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,4.68818013635,30.8748373882,58.1901528835,100.828379419,96.1401992832,0.0,0.0,38.2021004391,26.1866572518,27.3153154953,4.43612609689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
6,6.86543362538,17.3673446505,21.9776302343,42.4941930937,35.6287594683,0.0,0.0,10.5868966684,10.5019110251,4.61028558386,9.92966619095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,10.0308050913,14.4410856329,14.4410856329,32.5645269028,22.5337218115,0.0,0.0,0.0,4.41028054164,0.0,18.1234412699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,10.1274288629,24.3576587321,32.42440594,55.0969727188,44.9695438559,4.31365676998,0.0,17.446709282,9.91657309921,8.06674720794,5.22585749676,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
9,10.1541055858,17.7692900313,23.0828921169,55.5746342577,45.4205286719,0.0,0.0,11.4948271247,7.61518444548,5.31360208563,20.996915016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
10,10.9919414038,17.8179591064,17.8179591064,57.6607272696,46.6687858658,2.34225127709,0.0,14.9242440896,4.48376642555,0.0,24.9185240736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
11,11.7513643104,18.8508545497,20.9652089542,70.1558036733,58.4044393629,6.01792572093,0.0,36.6955183154,1.08156451834,2.1143544045,12.4950764037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
12,14.8137089719,22.4407495201,23.9252027556,49.871115222,35.0574062502,2.55363567859,0.0,18.5689903381,5.07340486963,1.4844532355,7.37692212833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13,14.9834020515,35.4229328029,74.7474446441,107.556951509,92.5735494576,2.83455705494,22.7672200805,26.0809347754,17.6049736965,16.5572917607,6.72857208958,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
14,15.4940144071,27.0580848031,33.2711126534,38.7834030156,23.2893886084,6.94673511295,0.0,0.0,4.61733528298,6.21302785038,5.51229036212,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
15,17.1148777366,24.783016062,27.7841217575,96.3922533226,79.277375586,1.73597681308,0.0,27.7905125002,5.93216151231,3.00110569551,40.8176190649,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0
16,17.1508194782,25.5147715861,73.3556787793,91.2455308583,74.0947113801,7.63219658378,0.0,0.0,0.731755524098,47.8409071932,17.889852079,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
17,18.6273522937,35.1011991689,48.8105515893,62.3239460589,43.6965937651,5.73030643836,0.0,0.0,10.7435404368,13.7093524204,13.5133944696,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
18,19.3981926392,35.5565599022,47.1068428486,59.6168351398,40.2186425006,7.65989216383,1.51765446278,11.9446382084,8.4984750991,10.0326284836,0.565354082893,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
19,22.7557943438,44.0922822978,50.1419175653,85.5291661953,62.7733718515,7.4745382109,4.71826929148,12.1820284935,13.8619497431,1.33136597606,23.2052201364,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
20,23.1362687228,39.3335059074,51.0025323341,66.3480499546,43.2117812318,11.964930446,7.77333694118,8.61430280575,4.23230673851,3.89568948553,6.73121481474,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
21,24.9254296683,54.4378229274,61.8146454133,74.8238901683,49.8984605,10.6311302338,0.0,11.0818455726,18.8812630252,7.37682248591,1.9273991824,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
22,25.3328982221,45.6926622283,83.971802252,110.959296565,85.6263983427,0.0,16.478282553,7.45048170164,20.3597640062,21.8008574707,19.5370126111,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0
23,26.9874631868,34.7755501986,64.5730110481,82.6372697554,55.6498065686,0.0,29.7974608495,0.994013765381,7.78808701182,0.0,17.0702449419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
24,27.0729868587,42.0890149028,84.6481706634,91.9947838192,64.9217969604,3.80185052947,31.2666638764,6.59736019485,11.2141775146,11.2924918842,0.749252960876,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0
25,29.8653279,36.7502689089,62.1709447813,91.4222839537,61.5569560536,4.91022229855,5.99077217897,23.5243491345,1.97471871035,19.4299036934,5.72699003784,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
26,31.1283820337,45.2653021759,54.2276611137,72.8964909859,41.7681089522,8.20512387368,5.73723015824,12.1203888409,5.93179626847,3.22512877964,6.54844103134,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0
27,31.9526560509,50.4801360301,51.8965596557,92.9499186231,60.9972625722,12.1396262469,0.0,33.6326065396,6.38785373228,1.41642362561,7.42075242786,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0
28,33.6748646609,68.8794574915,73.3082929531,77.2774837824,43.6026191215,11.5904375149,0.0,1.51559721522,23.6141553156,4.42883546162,2.4535936141,4.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
29,35.3374633132,54.6762154222,58.9663936054,96.5737627275,61.2362994143,15.1426727169,0.0,33.9835250178,4.19607939217,4.29017818316,3.62384410439,4.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0
